pathECMWF,pathESP,leadTime,year,month,day
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,11,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,12,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,13,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,14,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,15,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,16,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,17,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,18,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,19,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,20,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,21,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,22,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,23,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,24,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,25,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,26,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,27,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,28,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,29,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,30,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,31,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,32,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,33,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,34,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,35,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,36,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,37,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,38,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,39,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,40,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,41,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,42,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,43,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,44,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,45,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,46,2006,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,7,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,8,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,9,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,10,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,11,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,12,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,13,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,14,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,15,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,16,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,17,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,18,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,19,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,20,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,21,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,22,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,23,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,24,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,25,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,26,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,27,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,28,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,29,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,30,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,31,2007,1,1
/mnt/disk3/longnd/env_data/grid_base/nparr_reg1/Step24h/01-01.npy,/mnt/disk3/longnd/env_data/grid_base/GMSaP/preprocess_region_1/01-01.npy,32,2007,1,1
